0,1.5708,0,0,0
0.001,1.5708,0.0577474,0,3.62837
0.002,1.5708,0.113164,0,7.11031
0.003,1.5708,0.163189,0,10.2535
0.004,1.5708,0.208289,0,13.0872
0.005,1.5708,0.248916,0,15.6398
0.006,1.5708,0.28549,0,17.9378
0.007,1.5708,0.318398,0,20.0055
0.008,1.5708,0.347996,0,21.8652
0.009,1.5708,0.374608,0,23.5373
0.01,1.5708,0.39853,0,25.0404
0.011,1.5708,0.420029,0,26.3912
0.012,1.5708,0.439348,0,27.605
0.013,1.5708,0.456705,0,28.6956
0.014,1.5708,0.472299,0,29.6754
0.015,1.5708,0.486307,0,30.5556
0.016,1.5708,0.49889,0,31.3462
0.017,1.5708,0.510192,0,32.0563
0.018,1.5708,0.520343,0,32.6941
0.019,1.5708,0.529461,0,33.267
0.02,1.5708,0.53765,0,33.7815
0.021,1.5708,0.545004,0,34.2436
0.022,1.5708,0.551609,0,34.6586
0.023,1.5708,0.55754,0,35.0313
0.024,1.5708,0.562867,0,35.366
0.025,1.5708,0.56765,0,35.6665
0.026,1.5708,0.571945,0,35.9364
0.027,1.5708,0.575801,0,36.1786
0.028,1.5708,0.579263,0,36.3962
0.029,1.5708,0.582371,0,36.5914
0.03,1.5708,0.58516,0,36.7667
0.031,1.5708,0.587664,0,36.924
0.032,1.5708,0.589911,0,37.0652
0.033,1.5708,0.591927,0,37.1919
0.034,1.5708,0.593736,0,37.3055
0.035,1.5708,0.595358,0,37.4074
0.036,1.5708,0.596813,0,37.4988
0.037,1.5708,0.598117,0,37.5808
0.038,1.5708,0.599286,0,37.6543
0.039,1.5708,0.600334,0,37.7201
0.04,1.5708,0.601273,0,37.7791
0.041,1.5708,0.602114,0,37.8319
0.042,1.5708,0.602867,0,37.8792
0.043,1.5708,0.603541,0,37.9216
0.044,1.5708,0.604145,0,37.9595
0.045,1.5708,0.604685,0,37.9935
0.046,1.5708,0.605168,0,38.0238
0.047,1.5708,0.6056,0,38.051
0.048,1.5708,0.605987,0,38.0753
0.049,1.5708,0.606333,0,38.097
0.05,1.5708,0.606642,0,38.1164
0.051,1.5708,0.606919,0,38.1338
0.052,1.5708,0.607166,0,38.1494
0.053,1.5708,0.607388,0,38.1633
0.054,1.5708,0.607586,0,38.1757
0.055,1.5708,0.607764,0,38.1869
0.056,1.5708,0.607923,0,38.1969
0.057,1.5708,0.608066,0,38.2059
0.058,1.5708,0.608195,0,38.214
0.059,1.5708,0.608311,0,38.2213
0.06,1.5708,0.608416,0,38.2279
0.061,1.5708,0.608511,0,38.2339
0.062,1.5708,0.608598,0,38.2393
0.063,1.5708,0.608677,0,38.2443
0.064,1.5708,0.608749,0,38.2488
0.065,1.5708,0.608816,0,38.253
0.066,1.5708,0.608878,0,38.2569
0.067,1.5708,0.608935,0,38.2605
0.068,1.5708,0.608989,0,38.2639
0.069,1.5708,0.60904,0,38.2671
0.07,1.5708,0.609089,0,38.2702
0.071,1.5708,0.609136,0,38.2731
0.072,1.5708,0.609181,0,38.2759
0.073,1.5708,0.609224,0,38.2787
0.074,1.5708,0.609267,0,38.2814
0.075,1.5708,0.609309,0,38.284
0.076,1.5708,0.60935,0,38.2866
0.077,1.5708,0.609391,0,38.2892
0.078,1.5708,0.609432,0,38.2917
0.079,1.5708,0.609473,0,38.2943
0.08,1.5708,0.609514,0,38.2969
0.081,1.5708,0.609555,0,38.2995
0.082,1.5708,0.609597,0,38.3021
0.083,1.5708,0.609639,0,38.3047
0.084,1.5708,0.609681,0,38.3074
0.085,1.5708,0.609724,0,38.3101
0.086,1.5708,0.609768,0,38.3128
0.087,1.5708,0.609811,0,38.3156
0.088,1.5708,0.609856,0,38.3184
0.089,1.5708,0.6099,0,38.3212
0.09,1.5708,0.609945,0,38.324
0.091,1.5708,0.609991,0,38.3269
0.092,1.5708,0.610037,0,38.3298
0.093,1.5708,0.614642,0,38.6191
0.094,1.5708,0.615858,0,38.6955
0.095,1.5708,0.615291,0,38.6598
0.096,1.5708,0.614739,0,38.6252
0.097,1.5708,0.614257,0,38.5949
0.098,1.5708,0.613836,0,38.5685
0.099,1.5708,0.61347,0,38.5454
0.1,1.5708,0.613151,0,38.5254
0.101,1.5708,0.612873,0,38.508
0.102,1.5708,0.612632,0,38.4928
0.103,1.5708,0.612423,0,38.4797
0.104,1.5708,0.612241,0,38.4682
0.105,1.5708,0.612083,0,38.4583
0.106,1.5708,0.611947,0,38.4498
0.107,1.5708,0.611828,0,38.4423
0.108,1.5708,0.611726,0,38.4359
0.109,1.5708,0.611637,0,38.4303
0.11,1.5708,0.61156,0,38.4255
0.111,1.5708,0.611493,0,38.4213
0.112,1.5708,0.611436,0,38.4176
0.113,1.5708,0.611385,0,38.4145
0.114,1.5708,0.611342,0,38.4117
0.115,1.5708,0.611304,0,38.4093
0.116,1.5708,0.61127,0,38.4072
0.117,1.5708,0.611241,0,38.4054
0.118,1.5708,0.611215,0,38.4038
0.119,1.5708,0.611192,0,38.4024
0.12,1.5708,0.611172,0,38.4011
0.121,1.5708,0.611154,0,38.3999
0.122,1.5708,0.611137,0,38.3989
0.123,1.5708,0.611123,0,38.398
0.124,1.5708,0.611109,0,38.3971
0.125,1.5708,0.611096,0,38.3963
0.126,1.5708,0.611084,0,38.3956
0.127,1.5708,0.611073,0,38.3949
0.128,1.5708,0.611063,0,38.3942
0.129,1.5708,0.611053,0,38.3936
0.13,1.5708,0.611043,0,38.393
0.131,1.5708,0.611034,0,38.3924
0.132,1.5708,0.611025,0,38.3919
0.133,1.5708,0.611017,0,38.3913
0.134,1.5708,0.611008,0,38.3908
0.135,1.5708,0.611,0,38.3903
0.136,1.5708,0.610992,0,38.3898
0.137,1.5708,0.610985,0,38.3893
0.138,1.5708,0.610977,0,38.3888
0.139,1.5708,0.61097,0,38.3884
0.14,1.5708,0.610962,0,38.3879
0.141,1.5708,0.610955,0,38.3875
0.142,1.5708,0.610949,0,38.387
0.143,1.5708,0.610942,0,38.3866
0.144,1.5708,0.610935,0,38.3862
0.145,1.5708,0.610929,0,38.3858
0.146,1.5708,0.610923,0,38.3854
0.147,1.5708,0.610918,0,38.3851
0.148,1.5708,0.610912,0,38.3847
0.149,1.5708,0.610907,0,38.3844
0.15,1.5708,0.610902,0,38.3841
0.151,1.5708,0.610897,0,38.3838
0.152,1.5708,0.610893,0,38.3835
0.153,1.5708,0.610888,0,38.3833
0.154,1.5708,0.610885,0,38.383
0.155,1.5708,0.610881,0,38.3828
0.156,1.5708,0.610878,0,38.3826
0.157,1.5708,0.610875,0,38.3824
0.158,1.5708,0.610872,0,38.3822
0.159,1.5708,0.61087,0,38.3821
0.16,1.5708,0.610867,0,38.3819
0.161,1.5708,0.610866,0,38.3818
0.162,1.5708,0.610864,0,38.3817
0.163,1.5708,0.610863,0,38.3816
0.164,1.5708,0.610862,0,38.3816
0.165,1.5708,0.610861,0,38.3815
0.166,1.5708,0.610861,0,38.3815
0.167,1.5708,0.610861,0,38.3815
