t,j1,j2,j3,j4,j5,j6,jc1,jc2,jc3,jc4,jc5,jc6,t1,t2,t3,t4,t5,t6
0.128,-7.61438e-06,0.0099784,0.018248,0.064933,-0.0325015,-1.10557e-06,0,0.0201062,0.0268083,0.0804248,-0.0402124,0,0.00335611,4.06677,3.46242,6.28453,-3.12455,0.00048903
0.129,-7.34361e-06,0.0102081,0.0184859,0.0655614,-0.032815,-1.06679e-06,0,0.0202633,0.0270177,0.0810531,-0.0405265,0,0.00324938,4.03793,3.45174,6.28604,-3.12558,0.000473434
0.13,-7.08147e-06,0.0104393,0.0187243,0.0661899,-0.0331286,-1.02919e-06,0,0.0204204,0.0272271,0.0816814,-0.0408407,0,0.00314601,4.0085,3.44083,6.28749,-3.12659,0.000458306
0.131,-6.82768e-06,0.010672,0.0189634,0.0668186,-0.0334422,-9.92746e-07,0,0.0205774,0.0274366,0.0823097,-0.0411549,0,0.0030459,3.97848,3.4297,6.28889,-3.12757,0.000443632
0.132,-6.58201e-06,0.010906,0.0192029,0.0674474,-0.033756,-9.57421e-07,0,0.0207345,0.027646,0.082938,-0.041469,0,0.00294895,3.94792,3.41835,6.29023,-3.12853,0.000429401
0.133,-6.34419e-06,0.0111415,0.019443,0.0680764,-0.0340697,-9.23184e-07,0,0.0208916,0.0278555,0.0835664,-0.0417832,0,0.00285506,3.91681,3.40678,6.29152,-3.12946,0.000415598
0.134,-6.114e-06,0.0113783,0.0196836,0.0687055,-0.0343836,-8.90005e-07,0,0.0210487,0.0280649,0.0841947,-0.0420973,0,0.00276414,3.88519,3.39502,6.29277,-3.13038,0.000402214
0.135,-5.8912e-06,0.0116163,0.0199247,0.0693347,-0.0346975,-8.57854e-07,0,0.0212058,0.0282743,0.084823,-0.0424115,0,0.0026761,3.85307,3.38306,6.29396,-3.13127,0.000389234
0.136,-5.67555e-06,0.0118556,0.0201663,0.069964,-0.0350115,-8.26701e-07,0,0.0213628,0.0284838,0.0854513,-0.0427257,0,0.00259084,3.82046,3.37091,6.29512,-3.13214,0.00037665
0.137,-5.46685e-06,0.012096,0.0204083,0.0705935,-0.0353255,-7.9652e-07,0,0.0215199,0.0286932,0.0860796,-0.0430398,0,0.00250828,3.7874,3.35859,6.29623,-3.13299,0.000364448
0.138,-5.26486e-06,0.0123376,0.0206508,0.0712231,-0.0356395,-7.67281e-07,0,0.021677,0.0289027,0.086708,-0.043354,0,0.00242834,3.7539,3.34609,6.29729,-3.13383,0.000352618
0.139,-5.0694e-06,0.0125802,0.0208937,0.0718527,-0.0359536,-7.38958e-07,0,0.0218341,0.0291121,0.0873363,-0.0436681,0,0.00235092,3.71998,3.33343,6.29832,-3.13464,0.000341149
0.14,-4.88024e-06,0.0128239,0.0211369,0.0724825,-0.0362678,-7.11525e-07,0,0.0219911,0.0293215,0.0879646,-0.0439823,0,0.00227595,3.68565,3.32061,6.2993,-3.13544,0.000330032
0.141,-4.6972e-06,0.0130686,0.0213806,0.0731124,-0.036582,-6.84955e-07,0,0.0221482,0.029531,0.0885929,-0.0442965,0,0.00220336,3.65094,3.30764,6.30025,-3.13622,0.000319256
0.142,-4.52009e-06,0.0133142,0.0216246,0.0737424,-0.0368963,-6.59225e-07,0,0.0223053,0.0297404,0.0892212,-0.0446106,0,0.00213306,3.61587,3.29452,6.30117,-3.13698,0.00030881
0.143,-4.34871e-06,0.0135607,0.021869,0.0743724,-0.0372106,-6.3431e-07,0,0.0224624,0.0299498,0.0898495,-0.0449248,0,0.00206499,3.58045,3.28127,6.30204,-3.13773,0.000298687
0.144,-4.18289e-06,0.013808,0.0221136,0.0750026,-0.0375249,-6.10185e-07,0,0.0226195,0.0301593,0.0904779,-0.0452389,0,0.00199907,3.54471,3.2679,6.30289,-3.13846,0.000288875
0.145,-4.02245e-06,0.0140562,0.0223586,0.0756328,-0.0378393,-5.86829e-07,0,0.0227765,0.0303687,0.0911062,-0.0455531,0,0.00193523,3.50866,3.2544,6.3037,-3.13918,0.000279367
0.146,-3.86722e-06,0.014305,0.0226039,0.0762632,-0.0381537,-5.64219e-07,0,0.0229336,0.0305782,0.0917345,-0.0458673,0,0.00187341,3.47232,3.24079,6.30448,-3.13988,0.000270153
0.147,-3.71704e-06,0.0145546,0.0228494,0.0768936,-0.0384682,-5.42332e-07,0,0.0230907,0.0307876,0.0923628,-0.0461814,0,0.00181354,3.43571,3.22707,6.30523,-3.14057,0.000261224
0.148,-3.57175e-06,0.0148049,0.0230952,0.0775241,-0.0387827,-5.21148e-07,0,0.0232478,0.030997,0.0929911,-0.0464956,0,0.00175557,3.39885,3.21326,6.30595,-3.14124,0.000252573
0.149,-3.43119e-06,0.0150557,0.0233412,0.0781546,-0.0390972,-5.00646e-07,0,0.0234049,0.0312065,0.0936195,-0.0468097,0,0.00169942,3.36175,3.19935,6.30665,-3.1419,0.000244191
0.15,-3.2952e-06,0.0153071,0.0235874,0.0787852,-0.0394118,-4.80805e-07,0,0.0235619,0.0314159,0.0942478,-0.0471239,0,0.00164504,3.32444,3.18535,6.30731,-3.14255,0.000236071
0.151,-3.16366e-06,0.015559,0.0238338,0.0794159,-0.0397264,-4.61607e-07,0,0.023719,0.0316254,0.0948761,-0.047438,0,0.00159237,3.28694,3.17128,6.30795,-3.14319,0.000228204
0.152,-3.0364e-06,0.0158114,0.0240804,0.0800467,-0.040041,-4.43032e-07,0,0.0238761,0.0318348,0.0955044,-0.0477522,0,0.00154136,3.24926,3.15714,6.30857,-3.14381,0.000220583
0.153,-2.9133e-06,0.0160643,0.0243272,0.0806775,-0.0403556,-4.25061e-07,0,0.0240332,0.0320442,0.0961327,-0.0480664,0,0.00149195,3.21142,3.14293,6.30916,-3.14443,0.0002132
0.154,-2.79422e-06,0.0163175,0.0245741,0.0813084,-0.0406703,-4.07677e-07,0,0.0241903,0.0322537,0.0967611,-0.0483805,0,0.00144409,3.17343,3.12866,6.30973,-3.14503,0.00020605
0.155,-2.67904e-06,0.016571,0.0248211,0.0819393,-0.040985,-3.90862e-07,0,0.0243473,0.0324631,0.0973894,-0.0486947,0,0.00139773,3.13533,3.11435,6.31028,-3.14562,0.000199124
0.156,-2.56762e-06,0.0168249,0.0250682,0.0825703,-0.0412998,-3.74599e-07,0,0.0245044,0.0326726,0.0980177,-0.0490088,0,0.00135283,3.09711,3.09998,6.3108,-3.14619,0.000192416
0.157,-2.45984e-06,0.017079,0.0253155,0.0832014,-0.0416146,-3.58872e-07,0,0.0246615,0.032882,0.098646,-0.049323,0,0.00130933,3.05881,3.08558,6.31131,-3.14676,0.00018592
0.158,-2.3556e-06,0.0173333,0.0255628,0.0838325,-0.0419294,-3.43665e-07,0,0.0248186,0.0330914,0.0992743,-0.0496372,0,0.00126719,3.02043,3.07115,6.31179,-3.14732,0.000179628
0.159,-2.25477e-06,0.0175877,0.0258101,0.0844636,-0.0422442,-3.28961e-07,0,0.0249757,0.0333009,0.0999026,-0.0499513,0,0.00122636,2.982,3.0567,6.31225,-3.14787,0.000173537
0.16,-2.15725e-06,0.0178423,0.0260576,0.0850948,-0.0425591,-3.14746e-07,0,0.0251327,0.0335103,0.100531,-0.0502655,0,0.00118681,2.94353,3.04222,6.3127,-3.14841,0.000167638
0.161,-2.06292e-06,0.018097,0.026305,0.085726,-0.0428739,-3.01004e-07,0,0.0252898,0.0337198,0.101159,-0.0505796,0,0.00114848,2.90503,3.02774,6.31313,-3.14893,0.000161926
0.162,-1.97168e-06,0.0183517,0.0265525,0.0863573,-0.0431888,-2.87723e-07,0,0.0254469,0.0339292,0.101788,-0.0508938,0,0.00111135,2.86653,3.01324,6.31354,-3.14945,0.000156396
0.163,-1.88345e-06,0.0186064,0.0267999,0.0869887,-0.0435038,-2.74887e-07,0,0.025604,0.0341386,0.102416,-0.051208,0,0.00107537,2.82804,2.99875,6.31393,-3.14996,0.000151043
0.164,-1.7981e-06,0.0188611,0.0270474,0.08762,-0.0438187,-2.62483e-07,0,0.0257611,0.0343481,0.103044,-0.0515221,0,0.0010405,2.78958,2.98427,6.31431,-3.15046,0.00014586
0.165,-1.71556e-06,0.0191157,0.0272948,0.0882514,-0.0441337,-2.50498e-07,0,0.0259181,0.0345575,0.103673,-0.0518363,0,0.00100671,2.75116,2.96979,6.31467,-3.15095,0.000140843
0.166,-1.63573e-06,0.0193702,0.0275421,0.0888829,-0.0444487,-2.38919e-07,0,0.0260752,0.034767,0.104301,-0.0521504,0,0.000973955,2.7128,2.95534,6.31502,-3.15143,0.000135987
0.167,-1.55853e-06,0.0196245,0.0277894,0.0895143,-0.0447637,-2.27734e-07,0,0.0262323,0.0349764,0.104929,-0.0524646,0,0.000942213,2.67451,2.9409,6.31535,-3.15191,0.000131287
0.168,-1.48386e-06,0.0198786,0.0280366,0.0901458,-0.0450787,-2.16931e-07,0,0.0263894,0.0351858,0.105558,-0.0527788,0,0.000911446,2.63631,2.9265,6.31567,-3.15237,0.000126737
0.169,-1.41165e-06,0.0201325,0.0282838,0.0907774,-0.0453938,-2.06498e-07,0,0.0265465,0.0353953,0.106186,-0.0530929,0,0.000881622,2.59822,2.91213,6.31597,-3.15283,0.000122335
0.17,-1.34182e-06,0.0203861,0.0285308,0.091409,-0.0457089,-1.96424e-07,0,0.0267035,0.0356047,0.106814,-0.0534071,0,0.000852711,2.56024,2.89781,6.31627,-3.15328,0.000118074
0.171,-1.27428e-06,0.0206394,0.0287777,0.0920406,-0.0460239,-1.86698e-07,0,0.0268606,0.0358142,0.107442,-0.0537212,0,0.000824682,2.52239,2.88353,6.31654,-3.15372,0.000113951
0.172,-1.20897e-06,0.0208924,0.0290245,0.0926722,-0.0463391,-1.77308e-07,0,0.0270177,0.0360236,0.108071,-0.0540354,0,0.000797508,2.48469,2.8693,6.31681,-3.15415,0.000109962
0.173,-1.14581e-06,0.021145,0.0292711,0.0933039,-0.0466542,-1.68245e-07,0,0.0271748,0.036233,0.108699,-0.0543496,0,0.000771159,2.44715,2.85512,6.31707,-3.15458,0.000106102
0.174,-1.08474e-06,0.0213972,0.0295176,0.0939355,-0.0469693,-1.59499e-07,0,0.0273319,0.0364425,0.109327,-0.0546637,0,0.00074561,2.40979,2.84101,6.31731,-3.155,0.000102368
0.175,-1.02567e-06,0.0216489,0.0297639,0.0945672,-0.0472845,-1.5106e-07,0,0.0274889,0.0366519,0.109956,-0.0549779,0,0.000720833,2.37261,2.82697,6.31755,-3.15541,9.87549e-05
0.176,-9.68559e-07,0.0219001,0.03001,0.095199,-0.0475997,-1.42918e-07,0,0.027646,0.0368614,0.110584,-0.055292,0,0.000696805,2.33564,2.813,6.31777,-3.15581,9.52603e-05
0.177,-9.1333e-07,0.0221509,0.0302559,0.0958307,-0.0479149,-1.35064e-07,0,0.0278031,0.0370708,0.111212,-0.0556062,0,0.000673501,2.29887,2.7991,6.31798,-3.1562,9.18799e-05
0.178,-8.59925e-07,0.0224011,0.0305017,0.0964625,-0.0482301,-1.27488e-07,0,0.0279602,0.0372802,0.111841,-0.0559203,0,0.000650896,2.26234,2.78529,6.31818,-3.15659,8.86104e-05
0.179,-8.08285e-07,0.0226507,0.0307471,0.0970943,-0.0485454,-1.20184e-07,0,0.0281173,0.0374897,0.112469,-0.0562345,0,0.00062897,2.22604,2.77156,6.31838,-3.15697,8.54483e-05
0.18,-7.58352e-07,0.0228997,0.0309924,0.0977261,-0.0488606,-1.13141e-07,0,0.0282743,0.0376991,0.113097,-0.0565487,0,0.000607699,2.19,2.75793,6.31856,-3.15735,8.23903e-05
0.181,-7.10071e-07,0.023148,0.0312374,0.098358,-0.0491759,-1.06352e-07,0,0.0284314,0.0379086,0.113726,-0.0568628,0,0.000587062,2.15421,2.74439,6.31874,-3.15771,7.94332e-05
0.182,-6.63389e-07,0.0233957,0.0314822,0.0989898,-0.0494912,-9.9809e-08,0,0.0285885,0.038118,0.114354,-0.057177,0,0.00056704,2.11871,2.73094,6.3189,-3.15807,7.65738e-05
0.183,-6.18254e-07,0.0236427,0.0317267,0.0996217,-0.0498065,-9.3504e-08,0,0.0287456,0.0383274,0.114982,-0.0574911,0,0.000547612,2.08348,2.71761,6.31906,-3.15843,7.38092e-05
0.184,-5.74616e-07,0.023889,0.0319709,0.100254,-0.0501218,-8.74296e-08,0,0.0289027,0.0385369,0.115611,-0.0578053,0,0.000528759,2.04856,2.70438,6.31921,-3.15877,7.11365e-05
0.185,-5.32425e-07,0.0241345,0.0322149,0.100885,-0.0504371,-8.15785e-08,0,0.0290597,0.0387463,0.116239,-0.0581195,0,0.000510463,2.01394,2.69126,6.31936,-3.15911,6.85527e-05
0.186,-4.91637e-07,0.0243793,0.0324585,0.101517,-0.0507525,-7.59436e-08,0,0.0292168,0.0389557,0.116867,-0.0584336,0,0.000492705,1.97964,2.67826,6.31949,-3.15944,6.60551e-05
0.187,-4.52205e-07,0.0246232,0.0327019,0.102149,-0.0510678,-7.05182e-08,0,0.0293739,0.0391652,0.117496,-0.0587478,0,0.00047547,1.94567,2.66538,6.31962,-3.15977,6.3641e-05
0.188,-4.14085e-07,0.0248663,0.0329449,0.102781,-0.0513832,-6.52956e-08,0,0.029531,0.0393746,0.118124,-0.0590619,0,0.000458739,1.91204,2.65262,6.31975,-3.16009,6.13079e-05
0.189,-3.77236e-07,0.0251086,0.0331876,0.103413,-0.0516986,-6.02694e-08,0,0.0296881,0.0395841,0.118752,-0.0593761,0,0.000442497,1.87876,2.63999,6.31986,-3.1604,5.90532e-05
0.19,-3.41616e-07,0.02535,0.03343,0.104045,-0.052014,-5.54332e-08,0,0.0298451,0.0397935,0.119381,-0.0596903,0,0.000426729,1.84583,2.62749,6.31997,-3.16071,5.68743e-05
0.191,-3.07187e-07,0.0255905,0.033672,0.104677,-0.0523294,-5.0781e-08,0,0.0300022,0.0400029,0.120009,-0.0600044,0,0.00041142,1.81327,2.61513,6.32007,-3.161,5.47691e-05
0.192,-2.73909e-07,0.02583,0.0339137,0.105309,-0.0526449,-4.63069e-08,0,0.0301593,0.0402124,0.120637,-0.0603186,0,0.000396554,1.78109,2.6029,6.32017,-3.1613,5.27351e-05
0.193,-2.41746e-07,0.0260686,0.034155,0.105941,-0.0529603,-4.20052e-08,0,0.0303164,0.0404218,0.121265,-0.0606327,0,0.000382119,1.74928,2.59081,6.32026,-3.16158,5.07701e-05
0.194,-2.10663e-07,0.0263062,0.034396,0.106573,-0.0532758,-3.78702e-08,0,0.0304734,0.0406313,0.121894,-0.0609469,0,0.0003681,1.71788,2.57887,6.32035,-3.16186,4.88719e-05
0.195,-1.80626e-07,0.0265429,0.0346365,0.107205,-0.0535912,-3.38967e-08,0,0.0306305,0.0408407,0.122522,-0.0612611,0,0.000354484,1.68687,2.56707,6.32043,-3.16214,4.70385e-05
0.196,-1.51599e-07,0.0267785,0.0348767,0.107837,-0.0539067,-3.00794e-08,0,0.0307876,0.0410501,0.12315,-0.0615752,0,0.00034126,1.65627,2.55543,6.3205,-3.16241,4.52677e-05
0.197,-1.23553e-07,0.0270131,0.0351166,0.108469,-0.0542222,-2.64132e-08,0,0.0309447,0.0412596,0.123779,-0.0618894,0,0.000328415,1.62608,2.54394,6.32057,-3.16267,4.35576e-05
0.198,-9.64556e-08,0.0272467,0.035356,0.109101,-0.0545378,-2.28931e-08,0,0.0311018,0.041469,0.124407,-0.0622035,0,0.000315937,1.59632,2.5326,6.32064,-3.16292,4.19063e-05
0.199,-7.02767e-08,0.0274792,0.035595,0.109733,-0.0548533,-1.95144e-08,0,0.0312588,0.0416785,0.125035,-0.0625177,0,0.000303814,1.56698,2.52142,6.3207,-3.16317,4.03118e-05
0.2,-4.49876e-08,0.0277106,0.0358336,0.110365,-0.0551688,-1.62725e-08,0,0.0314159,0.0418879,0.125664,-0.0628319,0,0.000292037,1.53808,2.5104,6.32075,-3.16341,3.87724e-05
0.201,-2.05603e-08,0.0279409,0.0360718,0.110998,-0.0554844,-1.31627e-08,0,0.031573,0.0420973,0.126292,-0.063146,0,0.000280594,1.50962,2.49954,6.3208,-3.16365,3.72862e-05
0.202,3.0322e-09,0.0281701,0.0363096,0.11163,-0.0557999,-1.01808e-08,0,0.0317301,0.0423068,0.12692,-0.0634602,0,0.000269475,1.48161,2.48885,6.32085,-3.16388,3.58517e-05
0.203,2.58161e-08,0.0283982,0.036547,0.112262,-0.0561155,-7.32242e-09,0,0.0318872,0.0425162,0.127549,-0.0637743,0,0.000258671,1.45406,2.47832,6.3209,-3.16411,3.4467e-05
0.204,4.78166e-08,0.0286252,0.0367839,0.112894,-0.0564311,-4.58349e-09,0,0.0320442,0.0427257,0.128177,-0.0640885,0,0.000248172,1.42696,2.46796,6.32093,-3.16433,3.31306e-05
0.205,6.9058e-08,0.028851,0.0370204,0.113526,-0.0567467,-1.95999e-09,0,0.0322013,0.0429351,0.128805,-0.0644026,0,0.000237968,1.40033,2.45778,6.32097,-3.16454,3.18409e-05
0.206,8.95639e-08,0.0290756,0.0372565,0.114158,-0.0570623,5.51988e-10,0,0.0323584,0.0431445,0.129434,-0.0647168,0,0.000228052,1.37416,2.44777,6.321,-3.16475,3.05964e-05
0.207,1.09357e-07,0.029299,0.0374921,0.11479,-0.057378,2.95622e-09,0,0.0325155,0.043354,0.130062,-0.065031,0,0.000218413,1.34847,2.43793,6.32103,-3.16495,2.93956e-05
0.208,1.28459e-07,0.0295213,0.0377273,0.115422,-0.0576936,5.25638e-09,0,0.0326726,0.0435634,0.13069,-0.0653451,0,0.000209045,1.32325,2.42827,6.32106,-3.16514,2.82371e-05
0.209,1.46892e-07,0.0297423,0.037962,0.116054,-0.0580092,7.45603e-09,0,0.0328296,0.0437729,0.131319,-0.0656593,0,0.000199939,1.29852,2.41878,6.32108,-3.16533,2.71194e-05
0.21,1.64676e-07,0.0299622,0.0381962,0.116686,-0.0583249,9.55865e-09,0,0.0329867,0.0439823,0.131947,-0.0659734,0,0.000191088,1.27427,2.40948,6.3211,-3.16552,2.60413e-05
0.211,1.8183e-07,0.0301808,0.03843,0.117318,-0.0586406,1.15676e-08,0,0.0331438,0.0441917,0.132575,-0.0662876,0,0.000182484,1.25051,2.40035,6.32111,-3.16569,2.50014e-05
0.212,1.98374e-07,0.0303982,0.0386634,0.11795,-0.0589563,1.34861e-08,0,0.0333009,0.0444012,0.133204,-0.0666018,0,0.000174119,1.22725,2.39141,6.32113,-3.16587,2.39983e-05
0.213,2.14327e-07,0.0306143,0.0388963,0.118583,-0.059272,1.53174e-08,0,0.033458,0.0446106,0.133832,-0.0669159,0,0.000165988,1.20447,2.38265,6.32114,-3.16603,2.3031e-05
0.214,2.29705e-07,0.0308292,0.0391287,0.119215,-0.0595877,1.70646e-08,0,0.033615,0.0448201,0.13446,-0.0672301,0,0.000158083,1.1822,2.37407,6.32114,-3.16619,2.20981e-05
0.215,2.44528e-07,0.0310429,0.0393606,0.119847,-0.0599034,1.87306e-08,0,0.0337721,0.0450295,0.135088,-0.0675442,0,0.000150398,1.16042,2.36568,6.32115,-3.16635,2.11985e-05
0.216,2.5881e-07,0.0312553,0.0395921,0.120479,-0.0602191,2.03183e-08,0,0.0339292,0.0452389,0.135717,-0.0678584,0,0.000142927,1.13915,2.35747,6.32115,-3.1665,2.0331e-05
0.217,2.72568e-07,0.0314664,0.0398231,0.121111,-0.0605349,2.18306e-08,0,0.0340863,0.0454484,0.136345,-0.0681726,0,0.000135663,1.11838,2.34945,6.32115,-3.16664,1.94946e-05
0.218,2.85818e-07,0.0316763,0.0400537,0.121743,-0.0608506,2.32703e-08,0,0.0342434,0.0456578,0.136973,-0.0684867,0,0.000128602,1.09811,2.34161,6.32115,-3.16678,1.86882e-05
0.219,2.98575e-07,0.0318849,0.0402837,0.122375,-0.0611664,2.46399e-08,0,0.0344004,0.0458673,0.137602,-0.0688009,0,0.000121736,1.07835,2.33397,6.32114,-3.16691,1.79107e-05
0.22,3.10853e-07,0.0320922,0.0405133,0.123007,-0.0614821,2.59422e-08,0,0.0345575,0.0460767,0.13823,-0.069115,0,0.000115062,1.0591,2.32651,6.32113,-3.16704,1.7161e-05
0.221,3.22667e-07,0.0322982,0.0407424,0.123639,-0.0617979,2.71795e-08,0,0.0347146,0.0462861,0.138858,-0.0694292,0,0.000108573,1.04036,2.31923,6.32112,-3.16716,1.64383e-05
0.222,3.34029e-07,0.032503,0.040971,0.124272,-0.0621137,2.83544e-08,0,0.0348717,0.0464956,0.139487,-0.0697434,0,0.000102265,1.02213,2.31215,6.32111,-3.16728,1.57416e-05
0.223,3.44953e-07,0.0327065,0.0411992,0.124904,-0.0624295,2.94692e-08,0,0.0350288,0.046705,0.140115,-0.0700575,0,9.61325e-05,1.00441,2.30526,6.3211,-3.16739,1.50699e-05
0.224,3.55453e-07,0.0329087,0.0414268,0.125536,-0.0627453,3.05262e-08,0,0.0351858,0.0469145,0.140743,-0.0703717,0,9.01712e-05,0.987191,2.29855,6.32108,-3.1675,1.44223e-05
0.225,3.65538e-07,0.0331096,0.041654,0.126168,-0.0630612,3.15277e-08,0,0.0353429,0.0471239,0.141372,-0.0706858,0,8.43762e-05,0.970486,2.29203,6.32107,-3.1676,1.37979e-05
0.226,3.75223e-07,0.0333092,0.0418807,0.1268,-0.063377,3.24758e-08,0,0.0355,0.0473333,0.142,-0.071,0,7.87434e-05,0.95429,2.2857,6.32105,-3.1677,1.31959e-05
0.227,3.84518e-07,0.0335076,0.042107,0.127432,-0.0636928,3.33728e-08,0,0.0356571,0.0475428,0.142628,-0.0713142,0,7.32684e-05,0.938603,2.27956,6.32103,-3.16779,1.26155e-05
0.228,3.93434e-07,0.0337047,0.0423327,0.128064,-0.0640087,3.42205e-08,0,0.0358142,0.0477522,0.143257,-0.0716283,0,6.7947e-05,0.923423,2.27361,6.321,-3.16787,1.20558e-05
0.229,4.01983e-07,0.0339005,0.042558,0.128696,-0.0643246,3.50211e-08,0,0.0359712,0.0479616,0.143885,-0.0719425,0,6.27754e-05,0.90875,2.26784,6.32098,-3.16796,1.1516e-05
0.23,4.10173e-07,0.034095,0.0427828,0.129328,-0.0646404,3.57765e-08,0,0.0361283,0.0481711,0.144513,-0.0722566,0,5.77497e-05,0.894582,2.26226,6.32095,-3.16803,1.09955e-05
0.231,4.18016e-07,0.0342883,0.0430071,0.12996,-0.0649563,3.64885e-08,0,0.0362854,0.0483805,0.145142,-0.0725708,0,5.28661e-05,0.880918,2.25687,6.32093,-3.1681,1.04934e-05
0.232,4.25521e-07,0.0344802,0.043231,0.130592,-0.0652722,3.7159e-08,0,0.0364425,0.04859,0.14577,-0.0728849,0,4.8121e-05,0.867756,2.25166,6.3209,-3.16817,1.0009e-05
0.233,4.32698e-07,0.034671,0.0434544,0.131225,-0.0655881,3.77898e-08,0,0.0365996,0.0487994,0.146398,-0.0731991,0,4.35111e-05,0.855093,2.24664,6.32087,-3.16823,9.54162e-06
0.234,4.39555e-07,0.0348604,0.0436773,0.131857,-0.065904,3.83826e-08,0,0.0367566,0.0490088,0.147027,-0.0735133,0,3.90328e-05,0.842929,2.24181,6.32084,-3.16829,9.09059e-06
0.235,4.46101e-07,0.0350486,0.0438998,0.132489,-0.0662199,3.89391e-08,0,0.0369137,0.0492183,0.147655,-0.0738274,0,3.4683e-05,0.83126,2.23715,6.32081,-3.16834,8.65524e-06
0.236,4.52345e-07,0.0352356,0.0441218,0.133121,-0.0665358,3.94609e-08,0,0.0370708,0.0494277,0.148283,-0.0741416,0,3.04584e-05,0.820085,2.23268,6.32077,-3.16838,8.23491e-06
0.237,4.58295e-07,0.0354213,0.0443433,0.133753,-0.0668518,3.99497e-08,0,0.0372279,0.0496372,0.148911,-0.0744557,0,2.63561e-05,0.809399,2.22839,6.32074,-3.16843,7.829e-06
0.238,4.63959e-07,0.0356058,0.0445644,0.134385,-0.0671677,4.04069e-08,0,0.037385,0.0498466,0.14954,-0.0747699,0,2.2373e-05,0.799201,2.22428,6.3207,-3.16846,7.43687e-06
0.239,4.69345e-07,0.0357891,0.044785,0.135017,-0.0674837,4.08341e-08,0,0.037542,0.050056,0.150168,-0.0750841,0,1.85063e-05,0.789488,2.22035,6.32067,-3.1685,7.05795e-06
0.24,4.7446e-07,0.0359711,0.0450052,0.135649,-0.0677996,4.12327e-08,0,0.0376991,0.0502655,0.150796,-0.0753982,0,1.47533e-05,0.780255,2.2166,6.32063,-3.16852,6.69165e-06
0.241,4.79312e-07,0.0361519,0.0452249,0.136281,-0.0681156,4.16042e-08,0,0.0378562,0.0504749,0.151425,-0.0757124,0,1.11111e-05,0.771499,2.21303,6.32059,-3.16855,6.33742e-06
0.242,4.83907e-07,0.0363316,0.0454442,0.136913,-0.0684316,4.19498e-08,0,0.0380133,0.0506844,0.152053,-0.0760265,0,7.57727e-06,0.763218,2.20963,6.32055,-3.16857,5.99471e-06
0.243,4.88253e-07,0.03651,0.045663,0.137545,-0.0687475,4.2271e-08,0,0.0381704,0.0508938,0.152681,-0.0763407,0,4.14917e-06,0.755406,2.20641,6.32051,-3.16858,5.663e-06
0.244,4.92355e-07,0.0366873,0.0458814,0.138177,-0.0690635,4.25691e-08,0,0.0383274,0.0511032,0.15331,-0.0766549,0,8.24371e-07,0.74806,2.20335,6.32047,-3.16859,5.34177e-06
0.245,4.96221e-07,0.0368633,0.0460993,0.138809,-0.0693795,4.28452e-08,0,0.0384845,0.0513127,0.153938,-0.076969,0,-2.39952e-06,0.741176,2.20047,6.32043,-3.1686,5.03052e-06
0.246,4.99856e-07,0.0370382,0.0463169,0.139441,-0.0696955,4.31007e-08,0,0.0386416,0.0515221,0.154566,-0.0772832,0,-5.52481e-06,0.734749,2.19776,6.32038,-3.1686,4.72877e-06
0.247,5.03268e-07,0.037212,0.046534,0.140073,-0.0700115,4.33366e-08,0,0.0387987,0.0517316,0.155195,-0.0775973,0,-8.55377e-06,0.728775,2.19522,6.32034,-3.1686,4.43604e-06
0.248,5.0646e-07,0.0373846,0.0467506,0.140705,-0.0703276,4.35543e-08,0,0.0389557,0.051941,0.155823,-0.0779115,0,-1.14886e-05,0.723249,2.19284,6.32029,-3.16859,4.15188e-06
0.249,5.0944e-07,0.0375561,0.0469669,0.141337,-0.0706436,4.37547e-08,0,0.0391128,0.0521504,0.156451,-0.0782257,0,-1.43314e-05,0.718167,2.19063,6.32025,-3.16858,3.87585e-06
0.25,5.12212e-07,0.0377265,0.0471827,0.141969,-0.0709596,4.39389e-08,0,0.0392699,0.0523599,0.15708,-0.0785398,0,-1.70842e-05,0.713523,2.18858,6.3202,-3.16857,3.60751e-06
0.251,5.14783e-07,0.0378957,0.0473982,0.142602,-0.0712757,4.41081e-08,0,0.039427,0.0525693,0.157708,-0.078854,0,-1.97491e-05,0.709312,2.18669,6.32016,-3.16855,3.34645e-06
0.252,5.17157e-07,0.0380639,0.0476132,0.143234,-0.0715917,4.42633e-08,0,0.0395841,0.0527788,0.158336,-0.0791681,0,-2.2328e-05,0.70553,2.18496,6.32011,-3.16853,3.09226e-06
0.253,5.1934e-07,0.038231,0.0478278,0.143866,-0.0719078,4.44053e-08,0,0.0397411,0.0529882,0.158965,-0.0794823,0,-2.48228e-05,0.70217,2.18338,6.32006,-3.1685,2.84453e-06
0.254,5.21336e-07,0.038397,0.0480421,0.144498,-0.0722238,4.45352e-08,0,0.0398982,0.0531976,0.159593,-0.0797965,0,-2.72355e-05,0.699227,2.18197,6.32001,-3.16848,2.6029e-06
0.255,5.2315e-07,0.038562,0.0482559,0.14513,-0.0725399,4.4654e-08,0,0.0400553,0.0534071,0.160221,-0.0801106,0,-2.95677e-05,0.696696,2.1807,6.31996,-3.16844,2.36699e-06
0.256,5.24787e-07,0.0387259,0.0484694,0.145762,-0.0728559,4.47624e-08,0,0.0402124,0.0536165,0.16085,-0.0804248,0,-3.18212e-05,0.694571,2.17958,6.31991,-3.16841,2.13644e-06
